,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high2,last_low2,last_high1,last_low1
0,20000601,31.456,31.476999999999997,30.906999999999996,31.171,74472,63302,31.171,31.171,0.5700000000000003,,,,
1,20000602,31.177,31.267,31.037,31.15,41250,60402,31.170176470588235,31.170584158415842,0.5632673267326735,,,,
2,20000605,31.186999999999998,31.517,31.156999999999996,31.505,30987,58785,31.18330680507497,31.177206254288794,0.5593808450151949,,,,
3,20000606,31.506999999999998,31.682,31.351999999999997,31.401,55557,53440,31.191843793111246,31.181637813609807,0.554838650064399,,,,
4,20000607,31.406999999999996,31.441999999999997,31.037,31.052,55900,49836,31.18635972279316,31.179070728191792,0.5518715480829257,,,,
5,20000608,31.057,31.276999999999997,30.936999999999998,31.24,51237,48179,31.188463263075782,31.180277248425618,0.5476760718832638,,,,
6,20000609,31.256999999999998,31.346999999999998,31.166999999999998,31.267,28835,46424,31.191543135112028,31.181994530635013,0.5403953575885457,,,,
7,20000612,31.287,31.377,31.197,31.319000000000003,27545,47554,31.196541443539008,31.1847075102264,0.533258815854119,,,,
8,20000613,31.337,31.372,31.221999999999998,31.265,36254,48329,31.199226092811987,31.186297460518947,0.5256695323718593,,,,
9,20000614,31.268,31.421999999999997,31.197,31.363000000000003,40500,49162,31.20564859897622,31.18979652070669,0.5197156802456838,,,,
10,20000615,31.384,31.587,31.377,31.57,45040,50738,31.21993688921245,31.197325302474873,0.5138599242012147,,,,
11,20000616,31.568,31.686999999999998,31.522,31.595,41934,50036,31.234645246498236,31.20520004896052,0.5069518068902996,,,,
12,20000619,31.557,31.557,31.156999999999996,31.17,55737,51328,31.23211013879242,31.204503018288037,0.5055864245756403,,,,
13,20000620,31.166999999999998,31.326999999999998,31.066999999999997,31.214000000000002,56241,50727,31.23139993727115,31.204691077331837,0.500723327059291,,,,
14,20000621,31.226999999999997,31.497,31.201999999999998,31.485,44403,50088,31.24134503777032,31.21024174906784,0.4966495978105922,,,,
15,20000622,31.487,31.697,31.441999999999997,31.658,62805,50727,31.257684448053837,31.2191082490863,0.4918644572598875,,,,
16,20000623,31.642,31.656999999999996,31.502,31.555,32601,50206,31.26934388146349,31.22575957088657,0.48521367592800857,,,,
17,20000626,31.462,31.677,31.416999999999998,31.666999999999998,50777,38858,31.284938239053158,31.23449700512644,0.48075399917695893,,,,
18,20000627,31.656,31.822,31.642,31.793000000000003,68852,28590,31.304862229678523,31.24555647037146,0.47479847444078155,,,,
19,20000628,31.6,31.654,31.374000000000002,31.476,49718,47905,31.31157351478917,31.250119708581927,0.4736935541548255,,,,
20,20000629,31.486,31.549,31.299,31.502,41469,49389,31.319041220091556,31.25510743712486,0.46926397882502696,,,,
21,20000630,31.529,31.569000000000003,31.47,31.555,22248,46641,31.32829450557816,31.261045903716447,0.4619320188482938,,,,
22,20000705,31.349,31.359,31.149,31.188000000000002,40603,46185,31.32279276026137,31.259599450177507,0.4608244541186246,,,,
23,20000706,31.16,31.279,31.059,31.145,43047,44172,31.31582049515308,31.25733015413439,0.45605565304696866,,,,
24,20000707,31.159000000000002,31.389,31.049,31.340999999999998,38728,47228,31.316807926715704,31.258986982765393,0.4537575213034643,,,,
25,20000710,31.269000000000002,31.374000000000002,31.249000000000002,31.307,25682,46135,31.316423302138617,31.259937735581918,0.44724747137666304,31.793000000000003,31.052,,
26,20000711,31.229,31.359,31.079,31.336,28743,42985,31.31719101578024,31.26144391903574,0.4439356402602935,31.793000000000003,31.052,,
27,20000712,31.379,31.439,30.989,31.11,54078,41922,31.309065877906505,31.258445029549886,0.4440557265917728,31.793000000000003,31.052,,
28,20000713,31.089000000000002,31.274,31.064,31.245,35316,41132,31.306553490537624,31.258178791340978,0.43942095972856937,31.793000000000003,31.052,,
29,20000714,31.239,31.309,31.21,31.229,26536,39965,31.303512177183208,31.25760099349264,0.43267995062503334,31.793000000000003,31.052,,
30,20000717,31.214000000000002,31.214000000000002,31.069000000000003,31.081,26837,40057,31.294786209450532,31.25410394411655,0.42728034764235934,31.793000000000003,31.11,,
31,20000718,31.059,31.199,30.999000000000002,31.123,38746,40895,31.288049495354432,31.251507826411274,0.42277974669894625,31.793000000000003,31.081,,
32,20000719,31.114,31.174,30.949,30.963,37269,43944,31.275302456320926,31.245794800145703,0.4188633160712443,31.793000000000003,31.081,,
33,20000720,30.949,30.964000000000002,30.869,30.939,33493,43513,31.262114124700496,31.239719655588363,0.4124501810995365,31.793000000000003,30.963,,
34,20000721,30.934,31.009,30.899,30.913,26758,41249,31.248423374712242,31.233249959438098,0.40646106860251596,31.793000000000003,30.939,,
35,20000724,30.829,30.859,30.774,30.794,27892,39297,31.230602850213725,31.224551940439323,0.4011648098183077,31.793000000000003,30.913,,
36,20000725,30.754,30.784000000000002,30.719,30.739,34038,36823,31.21132430706809,31.214937050529635,0.39470610071299467,31.793000000000003,30.794,,
37,20000726,30.739,30.929000000000002,30.689,30.842,59978,32417,31.196841000908556,31.20755215843994,0.3916426135701631,31.793000000000003,30.739,,
38,20000727,30.846,30.956,30.836,30.899,27140,39919,31.18516096165724,31.201442214708454,0.3862635519153084,31.793000000000003,30.739,,
39,20000728,30.910999999999998,31.041,30.896,30.901,10670,43024,31.174017394533426,31.195492863922148,0.38148605583777756,31.793000000000003,30.739,,
40,20000731,30.855999999999998,30.895,30.826,30.83,17941,41426,31.160526516316427,31.188255381468245,0.3754170250291087,31.793000000000003,30.739,,
41,20000801,30.826,31.086,30.816,31.043000000000003,39460,45037,31.155917633323625,31.185379037280754,0.3733295591869481,31.793000000000003,30.739,,
42,20000802,31.055,31.276,31.046,31.27,41813,44057,31.16039145162466,31.187054699908856,0.37055075603473125,31.793000000000003,30.739,,
43,20000803,31.276,31.346,31.236,31.305999999999997,31281,44451,31.166101590776634,31.18941005238591,0.3653913351231524,31.793000000000003,30.739,,
44,20000804,31.296,31.445999999999998,31.241,31.351999999999997,35006,44813,31.173391724471667,31.19262965530896,0.36221526908110974,31.555,30.739,,
45,20000807,31.436,31.486,31.401,31.404,25597,44793,31.18243518625709,31.19681520668898,0.35769615484187994,31.555,30.739,,
46,20000808,31.386,31.535999999999998,31.375999999999998,31.465,24567,45773,31.193516159345048,31.202125796655537,0.3537813794984764,31.555,30.739,,
47,20000809,31.496,31.621,31.445999999999998,31.475,35595,43422,31.204554741331517,31.207529246226713,0.3502411541618729,31.465,30.739,,
48,20000810,31.506,31.531,31.416,31.524,32394,43415,31.21708200637734,31.213795993826185,0.34558291348540016,31.475,30.739,,
49,20000811,31.531,31.576,31.451,31.531,17629,42720,31.22939251593117,31.220077261275172,0.34121493500054073,31.524,30.739,,
50,20000814,31.491,31.500999999999998,31.361,31.374000000000002,28952,43936,31.23506339765936,31.223125236299428,0.33782454024805475,31.531,30.739,31.793000000000003,30.739
51,20000815,31.389,31.401,31.266,31.29,26026,41883,31.237217774221737,31.224449489045973,0.33380821271839034,31.531,30.739,31.793000000000003,30.739
52,20000816,31.276,31.491,31.256,31.469,35432,42605,31.246307273271864,31.229292073421302,0.33185161444673905,31.531,30.739,31.793000000000003,30.739
53,20000817,31.476,31.535999999999998,31.436,31.462,25340,39586,31.254765811574927,31.233900151175337,0.32726049336858576,31.531,30.739,31.793000000000003,30.739
54,20000818,31.445999999999998,31.521,31.436,31.491999999999997,16147,40420,31.264069113081792,31.239011039270874,0.32246325587613855,31.531,30.739,31.793000000000003,30.739
55,20000821,31.586,31.816,31.586,31.803,34230,40617,31.28520365766682,31.250179137503135,0.3224936864528487,31.531,30.739,31.793000000000003,30.739
56,20000822,31.805999999999997,31.906,31.555999999999997,31.576,50171,38231,31.296607435797533,31.2566310357704,0.32303836592902996,31.803,30.739,31.803,30.739
57,20000823,31.59,31.846,31.566999999999997,31.660999999999998,40226,35017,31.31089734027606,31.264638341992768,0.3221663190789502,31.803,30.739,31.803,30.739
58,20000824,31.653000000000002,31.663,31.458000000000002,31.596,13760,43060,31.322077836735822,31.27119995898301,0.3198461939486739,31.803,30.739,31.803,30.739
59,20000825,31.603,31.683000000000003,31.573,31.679000000000002,9472,43747,31.33607478431481,31.27927520731998,0.3156908237714725,31.803,30.739,31.803,30.739
60,20000828,31.653000000000002,31.823,31.623,31.735,17322,44937,31.35171891042011,31.288299460640378,0.3133999163700572,31.803,30.739,31.803,30.739
61,20000829,31.743000000000002,31.773000000000003,31.633000000000003,31.686,26052,46454,31.364827972756576,31.296174718845517,0.3099662546597591,31.803,30.739,31.803,30.739
62,20000830,31.683000000000003,31.853,31.628,31.844,36809,48372,31.383619032648475,31.307022744214912,0.30828375456748663,31.803,30.83,31.803,30.739
63,20000831,31.854,31.908,31.783,31.825,27202,48744,31.400928090191673,31.317279719576995,0.30465437328892253,31.844,30.83,31.844,30.739
64,20000901,31.823,31.903000000000002,31.784000000000002,31.878,16066,50568,31.419636792537098,31.32838309146656,0.3009780490653795,31.844,30.83,31.844,30.739
