,date,open,high,low,close,volume,open_volume,fast_lag,slow_lag,atr,last_high2,last_low2,last_high1,last_low1
0,20000601,92.7675,92.8325,92.7675,92.8225,6111,18565,92.8225,92.8225,0.06499999999999773,,,,
1,20000602,92.8275,92.9625,92.8225,92.9225,8768,20334,92.82642156862745,92.82448019801981,0.06648514851484927,,,,
2,20000605,92.9325,92.9425,92.9275,92.9375,2760,21308,92.83077758554403,92.8267182139006,0.06556465052445613,,,,
3,20000606,92.9275,92.9325,92.9125,92.9275,6883,21805,92.83457062140505,92.82871389283326,0.06476139011803138,,,,
4,20000607,92.9225,92.9275,92.9175,92.9275,2449,22204,92.83821491076172,92.83067005337122,0.06367700615529791,,,,
5,20000608,92.9125,92.9125,92.8925,92.9075,4255,21525,92.84093197308479,92.83219143845298,0.06310914464727214,,,,
6,20000609,92.9025,92.9175,92.9025,92.9075,1985,22484,92.84354248394422,92.83368269709747,0.0621564883176232,,,,
7,20000612,92.9175,92.9225,92.9125,92.9225,1638,23402,92.84663885712288,92.83544145557079,0.06122269646974948,,,,
8,20000613,92.9225,92.9625,92.9225,92.9525,3424,24732,92.85079027449062,92.83775944654958,0.06080244505450704,,,,
9,20000614,92.9475,92.9725,92.9475,92.9675,5227,24967,92.85536712647138,92.84032856641988,0.06009348574649683,,,,
10,20000615,92.9675,92.9675,92.9525,92.9675,2616,25303,92.85976449406074,92.84284681262939,0.059200545434685024,,,,
11,20000616,92.9675,92.9825,92.9625,92.9775,3267,25878,92.86438157272502,92.8455132123793,0.058424297010235736,,,,
12,20000619,92.9775,92.9825,92.9775,92.9775,2006,26576,92.8688175894809,92.84812681213417,0.05736639013874583,,,,
13,20000620,92.9775,92.9775,92.9675,92.9725,1825,26556,92.872883566364,92.85058964753745,0.05642844181916681,,,,
14,20000621,92.9725,92.9725,92.9625,92.9725,2661,27054,92.87679009317326,92.85300371392285,0.05550906673363857,,,,
15,20000622,92.9675,92.9775,92.9675,92.9725,1846,27411,92.88054342285274,92.85536997701348,0.0546078970953488,,,,
16,20000623,92.9725,92.9775,92.9675,92.9725,1481,27706,92.88414956313302,92.85768938340925,0.0537245724003915,,,,
17,20000626,92.9725,92.9725,92.9675,92.9725,2938,27647,92.88761428614741,92.85996286096551,0.052759729382561876,,,,
18,20000627,92.9725,92.9725,92.9625,92.9725,4765,26962,92.89094313767104,92.86219131916421,0.05191300206805552,,,,
19,20000628,92.9625,92.9975,92.9625,92.9925,16271,23373,92.89492575972317,92.86477168908175,0.05157809113601475,,,,
20,20000629,92.9925,92.9975,92.9875,92.9925,6006,20909,92.89875220051833,92.86730096256528,0.05075476259866802,,,,
21,20000630,92.9925,92.9925,92.9875,92.99,2153,20125,92.90233054559604,92.86973064647488,0.04984872769572429,,,,
22,20000703,92.9925,92.9925,92.9875,92.9925,1372,18509,92.90586660263149,92.87216172278231,0.04896063407798737,,,,
23,20000705,92.9875,92.9925,92.9825,92.9925,2246,18788,92.90926399076359,92.87454465896484,0.04818913637347287,,,,
24,20000706,92.9875,92.9925,92.9875,92.9925,1323,19162,92.91252814798855,92.87688040829227,0.047333905950235976,,,,
25,20000707,92.9875,92.9925,92.9875,92.9925,2446,18441,92.91566429904782,92.87916990515777,0.04649561078290476,92.9925,92.8225,,
26,20000710,92.9875,92.9925,92.9875,92.9925,125,18380,92.91867746379104,92.88141406545168,0.04567391551987714,92.9925,92.9075,,
27,20000711,92.9875,92.9925,92.9875,92.9925,464,18037,92.921572465211,92.88361378692788,0.04486849145017679,92.9925,92.9075,,
28,20000712,92.9925,92.9975,92.9925,92.9925,1452,18393,92.92435393716352,92.88576994956297,0.044079016371955375,92.9925,92.9075,,
29,20000713,92.9925,93.0025,92.9925,92.9975,192,18479,92.92722241021593,92.88798242580924,0.04340418436458974,92.9925,92.9075,,
30,20000714,92.9975,93.0025,92.9975,92.9975,227,18558,92.92997839412904,92.89015109064471,0.04264370546628094,92.9975,92.9075,,
31,20000717,92.9925,92.9975,92.9925,92.9975,790,18731,92.93262630024162,92.89227681162204,0.041898285556057464,92.9975,92.9075,,
32,20000718,92.9925,92.9975,92.9925,92.9975,208,18755,92.93517036689882,92.89436043911468,0.041167626436135446,92.9975,92.9225,,
33,20000719,92.9975,92.9975,92.9925,92.9975,615,17789,92.93761466623612,92.89640280665697,0.04045143581363762,92.9975,92.9525,,
34,20000720,92.9975,92.9975,92.9975,92.9975,161,17708,92.93996311069745,92.89840473127762,0.0396504172826745,92.9975,92.9675,,
35,20000721,92.9925,92.9925,92.9825,92.9875,786,17869,92.9418273024348,92.9001689940246,0.03916229020777007,92.9975,92.9675,,
36,20000724,92.9875,92.9875,92.9825,92.9875,566,17723,92.94361838861383,92.90189832087559,0.03848580921355671,92.9975,92.9725,,
37,20000725,92.9825,92.9875,92.9825,92.9875,34,17237,92.94533923611917,92.90359340363052,0.037822723882595104,92.9975,92.9725,,
38,20000726,92.9825,92.9875,92.9825,92.9875,100,17186,92.94699259940862,92.90525492039032,0.0371727689542268,92.9975,92.9725,,
39,20000727,92.9875,92.9875,92.9825,92.9875,9,17181,92.948581124922,92.90688353582813,0.03653568442047964,92.9975,92.9725,,
40,20000728,92.9825,92.9825,92.9775,92.9825,431,17101,92.94991127688584,92.9083808915543,0.03601022532304422,92.9975,92.9725,,
41,20000731,92.9775,92.9825,92.9775,92.9825,439,14129,92.95118926602757,92.90984859667203,0.03539616145526108,92.9975,92.9725,,
42,20000801,92.9725,92.9925,92.9725,92.9875,1322,14226,92.95261321637943,92.91138624822308,0.03509128697099869,92.9975,92.9725,,
43,20000802,92.9875,93.0175,92.9875,93.0075,1436,14634,92.95476563926651,92.91328949083253,0.03499046940721656,92.9975,92.9725,,
44,20000803,93.0225,93.0325,93.0175,93.0175,1834,14514,92.95722581027567,92.91535306527149,0.03479263832984605,93.0075,92.9825,,
